,topDistance,bottomDistance,birdPosition,jump
51,341.5918617297549,461.50297940533386,180.0,0
52,326.6863939621606,445.2235393597243,196.0,0
53,311.96954979612997,428.981351576033,212.0,0
54,297.46932614977294,412.78081350760476,228.0,0
55,283.2189965380147,396.62702883187376,244.0,0
56,269.2582403567252,380.52595180880894,260.0,0
57,255.63450471327224,364.4845675745408,276.0,0
58,242.404620418011,348.51111890440455,292.0,0
59,229.6366695456107,332.6153935102824,308.0,0
60,217.41205118392128,316.80909077865806,324.0,0
61,205.8275977608445,301.10629352439645,340.0,0
62,194.99743588057768,285.5240795449659,356.0,0
63,185.05404615949362,270.08332047721865,372.0,0
64,176.14766532656628,254.80973293812778,388.0,0
65,168.44286865284622,239.7352706632881,404.0,0
66,162.11107303327555,224.89997776789573,420.0,0
67,157.31814898478814,210.35446275275456,436.0,0
68,154.20765220960988,196.16319736382766,452.0,0
69,148.0380018778962,197.9021222726022,443.5,1
70,142.1064741663799,202.59380543343372,431.5,0
71,137.17871555019022,208.3698634639856,419.0,0
72,133.09019498069722,212.8685040112792,409.0,0
73,128.80702620587124,213.4039596633577,404.5,0
74,122.98068954108201,205.60702808999503,410.5,0
75,117.00106837119053,189.84006426463304,426.5,0
